[(0, 98), (0, 139), (0, 118), (0, 180), (0, 159)]
[(1, 97), (1, 139), (1, 117), (1, 181), (1, 159)]
[(2, 96), (2, 139), (2, 117), (2, 182), (2, 160)]
[(3, 95), (3, 139), (3, 116), (3, 183), (3, 160)]
[(4, 94), (4, 139), (4, 116), (4, 184), (4, 161)]
[(5, 93), (5, 139), (5, 115), (5, 186), (5, 162)]
[(6, 92), (6, 139), (6, 115), (6, 187), (6, 162)]
[(7, 91), (7, 139), (7, 114), (7, 188), (7, 163)]
[(8, 90), (8, 139), (8, 114), (8, 189), (8, 164)]
[(9, 89), (9, 139), (9, 114), (9, 191), (9, 164)]
[(10, 88), (10, 140), (10, 113), (10, 192), (10, 165)]
[(11, 87), (11, 140), (11, 113), (11, 193), (11, 166)]
[(12, 86), (12, 140), (12, 112), (12, 194), (12, 166)]
[(13, 85), (13, 140), (13, 112), (13, 195), (13, 167)]
[(14, 84), (14, 140), (14, 111), (14, 197), (14, 168)]
[(15, 83), (15, 140), (15, 111), (15, 198), (15, 168)]
[(16, 82), (16, 140), (16, 110), (16, 199), (16, 169)]
[(17, 81), (17, 140), (17, 110), (17, 200), (17, 170)]
[(18, 80), (18, 140), (18, 110), (18, 202), (18, 170)]
[(19, 79), (19, 141), (19, 109), (19, 203), (19, 171)]
[(20, 78), (20, 141), (20, 109), (20, 204), (20, 172)]
[(21, 77), (21, 141), (21, 108), (21, 205), (21, 172)]
[(22, 76), (22, 141), (22, 108), (22, 207), (22, 173)]
[(23, 75), (23, 141), (23, 107), (23, 208), (23, 174)]
[(24, 75), (24, 141), (24, 107), (24, 209), (24, 174)]
[(25, 74), (25, 141), (25, 106), (25, 210), (25, 175)]
[(26, 73), (26, 141), (26, 106), (26, 211), (26, 176)]
[(27, 72), (27, 141), (27, 106), (27, 213), (27, 176)]
[(28, 71), (28, 142), (28, 105), (28, 214), (28, 177)]
[(29, 70), (29, 142), (29, 105), (29, 215), (29, 178)]
[(30, 69), (30, 142), (30, 104), (30, 216), (30, 178)]
[(31, 68), (31, 142), (31, 104), (31, 218), (31, 179)]
[(32, 67), (32, 142), (32, 103), (32, 219), (32, 180)]
[(33, 66), (33, 142), (33, 103), (33, 220), (33, 180)]
[(34, 65), (34, 142), (34, 103), (34, 221), (34, 181)]
[(35, 64), (35, 142), (35, 102), (35, 222), (35, 182)]
[(36, 63), (36, 142), (36, 102), (36, 224), (36, 182)]
[(37, 62), (37, 143), (37, 101), (37, 225), (37, 183)]
[(38, 61), (38, 143), (38, 101), (38, 226), (38, 184)]
[(39, 60), (39, 143), (39, 100), (39, 227), (39, 184)]
[(40, 59), (40, 143), (40, 100), (40, 229), (40, 185)]
[(41, 58), (41, 143), (41, 99), (41, 230), (41, 186)]
[(42, 57), (42, 143), (42, 99), (42, 231), (42, 186)]
[(43, 56), (43, 143), (43, 99), (43, 232), (43, 187)]
[(44, 55), (44, 143), (44, 98), (44, 234), (44, 188)]
[(45, 54), (45, 143), (45, 98), (45, 235), (45, 188)]
[(46, 53), (46, 144), (46, 97), (46, 236), (46, 189)]
[(47, 53), (47, 144), (47, 97), (47, 237), (47, 190)]
[(48, 52), (48, 144), (48, 96), (48, 238), (48, 190)]
[(49, 51), (49, 144), (49, 96), (49, 240), (49, 191)]
[(50, 50), (50, 144), (50, 95), (50, 241), (50, 192)]
[(51, 49), (51, 144), (51, 95), (51, 242), (51, 192)]
[(52, 48), (52, 144), (52, 95), (52, 243), (52, 193)]
[(53, 47), (53, 144), (53, 94), (53, 245), (53, 194)]
[(54, 46), (54, 144), (54, 94), (54, 246), (54, 194)]
[(55, 45), (55, 144), (55, 93), (55, 247), (55, 195)]
[(56, 44), (56, 145), (56, 93), (56, 248), (56, 196)]
[(57, 43), (57, 145), (57, 92), (57, 249), (57, 196)]
[(58, 42), (58, 145), (58, 92), (58, 251), (58, 197)]
[(59, 41), (59, 145), (59, 91), (59, 252), (59, 198)]
[(60, 40), (60, 145), (60, 91), (60, 253), (60, 198)]
[(61, 39), (61, 145), (61, 91), (61, 254), (61, 199)]
[(62, 38), (62, 145), (62, 90), (62, 256), (62, 200)]
[(63, 37), (63, 145), (63, 90), (63, 257), (63, 200)]
[(64, 36), (64, 145), (64, 89), (64, 258), (64, 201)]
[(65, 35), (65, 146), (65, 89), (65, 259), (65, 202)]
[(66, 34), (66, 146), (66, 88), (66, 261), (66, 202)]
[(67, 33), (67, 146), (67, 88), (67, 262), (67, 203)]
[(68, 32), (68, 146), (68, 88), (68, 263), (68, 204)]
[(69, 31), (69, 146), (69, 87), (69, 264), (69, 204)]
[(70, 30), (70, 146), (70, 87), (70, 265), (70, 205)]
[(71, 30), (71, 146), (71, 86), (71, 267), (71, 206)]
[(72, 29), (72, 146), (72, 86), (72, 268), (72, 206)]
[(73, 28), (73, 146), (73, 85), (73, 269), (73, 207)]
[(74, 27), (74, 147), (74, 85), (74, 270), (74, 208)]
[(75, 26), (75, 147), (75, 84), (75, 272), (75, 208)]
[(76, 25), (76, 147), (76, 84), (76, 273), (76, 209)]
[(77, 24), (77, 147), (77, 84), (77, 274), (77, 210)]
[(78, 23), (78, 147), (78, 83), (78, 275), (78, 210)]
[(79, 22), (79, 147), (79, 83), (79, 276), (79, 211)]
[(80, 21), (80, 147), (80, 82), (80, 278), (80, 212)]
[(81, 20), (81, 147), (81, 82), (81, 279), (81, 212)]
[(82, 19), (82, 147), (82, 81), (82, 280), (82, 213)]
[(83, 18), (83, 148), (83, 81), (83, 281), (83, 214)]
[(84, 17), (84, 148), (84, 80), (84, 283), (84, 214)]
[(85, 16), (85, 148), (85, 80), (85, 284), (85, 215)]
[(86, 15), (86, 148), (86, 80), (86, 285), (86, 216)]
[(87, 14), (87, 148), (87, 79), (87, 286), (87, 216)]
[(88, 13), (88, 148), (88, 79), (88, 288), (88, 217)]
[(89, 12), (89, 148), (89, 78), (89, 289), (89, 218)]
[(90, 11), (90, 148), (90, 78), (90, 290), (90, 218)]
[(91, 10), (91, 148), (91, 77), (91, 291), (91, 219)]
[(92, 9), (92, 149), (92, 77), (92, 292), (92, 220)]
[(93, 8), (93, 149), (93, 77), (93, 294), (93, 220)]
[(94, 8), (94, 149), (94, 76), (94, 295), (94, 221)]
[(95, 7), (95, 149), (95, 76), (95, 296), (95, 222)]
[(96, 6), (96, 149), (96, 75), (96, 297), (96, 222)]
[(97, 5), (97, 149), (97, 75), (97, 299), (97, 223)]
[(98, 4), (98, 149), (98, 74), (98, 300), (98, 224)]
[(99, 3), (99, 149), (99, 74), (99, 301), (99, 224)]
[(100, 2), (100, 149), (100, 73), (100, 302), (100, 225)]
[(101, 1), (101, 150), (101, 73), (101, 303), (101, 226)]
[(102, 0), (102, 150), (102, 73), (102, 305), (102, 226)]
[(103, 0), (103, 150), (103, 72), (103, 306), (103, 227)]
[(104, -1), (104, 150), (104, 72), (104, 307), (104, 228)]
[(105, -2), (105, 150), (105, 71), (105, 308), (105, 228)]
[(106, -3), (106, 150), (106, 71), (106, 310), (106, 229)]
[(107, -4), (107, 150), (107, 70), (107, 311), (107, 229)]
[(108, -5), (108, 150), (108, 70), (108, 312), (108, 230)]
[(109, -6), (109, 150), (109, 69), (109, 313), (109, 231)]
[(110, -7), (110, 150), (110, 69), (110, 315), (110, 231)]
[(111, -8), (111, 151), (111, 69), (111, 316), (111, 232)]
[(112, -9), (112, 151), (112, 68), (112, 317), (112, 233)]
[(113, -10), (113, 151), (113, 68), (113, 318), (113, 233)]
[(114, -11), (114, 151), (114, 67), (114, 319), (114, 234)]
[(115, -12), (115, 151), (115, 67), (115, 321), (115, 235)]
[(116, -13), (116, 151), (116, 66), (116, 322), (116, 235)]
[(117, -14), (117, 151), (117, 66), (117, 323), (117, 236)]
[(118, -14), (118, 151), (118, 65), (118, 324), (118, 237)]
[(119, -15), (119, 151), (119, 65), (119, 326), (119, 237)]
[(120, -16), (120, 152), (120, 65), (120, 327), (120, 238)]
[(121, -17), (121, 152), (121, 64), (121, 328), (121, 239)]
[(122, -18), (122, 152), (122, 64), (122, 329), (122, 239)]
[(123, -19), (123, 152), (123, 63), (123, 330), (123, 240)]
[(124, -20), (124, 152), (124, 63), (124, 332), (124, 241)]
[(125, -21), (125, 152), (125, 62), (125, 333), (125, 241)]
[(126, -22), (126, 152), (126, 62), (126, 334), (126, 242)]
[(127, -23), (127, 152), (127, 62), (127, 335), (127, 243)]
[(128, -24), (128, 152), (128, 61), (128, 337), (128, 243)]
[(129, -25), (129, 153), (129, 61), (129, 338), (129, 244)]
[(130, -26), (130, 153), (130, 60), (130, 339), (130, 245)]
[(131, -27), (131, 153), (131, 60), (131, 340), (131, 245)]
[(132, -28), (132, 153), (132, 59), (132, 342), (132, 246)]
[(133, -29), (133, 153), (133, 59), (133, 343), (133, 247)]
[(134, -30), (134, 153), (134, 58), (134, 344), (134, 247)]
[(135, -31), (135, 153), (135, 58), (135, 345), (135, 248)]
[(136, -32), (136, 153), (136, 58), (136, 346), (136, 249)]
[(137, -33), (137, 153), (137, 57), (137, 348), (137, 249)]
[(138, -34), (138, 154), (138, 57), (138, 349), (138, 250)]
[(139, -35), (139, 154), (139, 56), (139, 350), (139, 251)]
[(140, -36), (140, 154), (140, 56), (140, 351), (140, 251)]
[(141, -36), (141, 154), (141, 55), (141, 353), (141, 252)]
[(142, -37), (142, 154), (142, 55), (142, 354), (142, 253)]
[(143, -38), (143, 154), (143, 54), (143, 355), (143, 253)]
[(144, -39), (144, 154), (144, 54), (144, 356), (144, 254)]
[(145, -40), (145, 154), (145, 54), (145, 357), (145, 255)]
[(146, -41), (146, 154), (146, 53), (146, 359), (146, 255)]
[(147, -42), (147, 155), (147, 53), (147, 360), (147, 256)]
[(148, -43), (148, 155), (148, 52), (148, 361), (148, 257)]
[(149, -44), (149, 155), (149, 52), (149, 362), (149, 257)]
[(150, -45), (150, 155), (150, 51), (150, 364), (150, 258)]
[(151, -46), (151, 155), (151, 51), (151, 365), (151, 259)]
[(152, -47), (152, 155), (152, 51), (152, 366), (152, 259)]
[(153, -48), (153, 155), (153, 50), (153, 367), (153, 260)]
[(154, -49), (154, 155), (154, 50), (154, 369), (154, 261)]
[(155, -50), (155, 155), (155, 49), (155, 370), (155, 261)]
[(156, -51), (156, 156), (156, 49), (156, 371), (156, 262)]
[(157, -52), (157, 156), (157, 48), (157, 372), (157, 263)]
[(158, -53), (158, 156), (158, 48), (158, 373), (158, 263)]
[(159, -54), (159, 156), (159, 47), (159, 375), (159, 264)]
[(160, -55), (160, 156), (160, 47), (160, 376), (160, 265)]
[(161, -56), (161, 156), (161, 47), (161, 377), (161, 265)]
[(162, -57), (162, 156), (162, 46), (162, 378), (162, 266)]
[(163, -58), (163, 156), (163, 46), (163, 380), (163, 267)]
[(164, -59), (164, 156), (164, 45), (164, 381), (164, 267)]
[(165, -59), (165, 156), (165, 45), (165, 382), (165, 268)]
[(166, -60), (166, 157), (166, 44), (166, 383), (166, 269)]
[(167, -61), (167, 157), (167, 44), (167, 384), (167, 269)]
[(168, -62), (168, 157), (168, 43), (168, 386), (168, 270)]
[(169, -63), (169, 157), (169, 43), (169, 387), (169, 271)]
[(170, -64), (170, 157), (170, 43), (170, 388), (170, 271)]
[(171, -65), (171, 157), (171, 42), (171, 389), (171, 272)]
[(172, -66), (172, 157), (172, 42), (172, 391), (172, 273)]
[(173, -67), (173, 157), (173, 41), (173, 392), (173, 273)]
[(174, -68), (174, 157), (174, 41), (174, 393), (174, 274)]
[(175, -69), (175, 158), (175, 40), (175, 394), (175, 275)]
[(176, -70), (176, 158), (176, 40), (176, 396), (176, 275)]
[(177, -71), (177, 158), (177, 39), (177, 397), (177, 276)]
[(178, -72), (178, 158), (178, 39), (178, 398), (178, 277)]
[(179, -73), (179, 158), (179, 39), (179, 399), (179, 277)]
[(180, -74), (180, 158), (180, 38), (180, 400), (180, 278)]
[(181, -75), (181, 158), (181, 38), (181, 402), (181, 279)]
[(182, -76), (182, 158), (182, 37), (182, 403), (182, 279)]
[(183, -77), (183, 158), (183, 37), (183, 404), (183, 280)]
[(184, -78), (184, 159), (184, 36), (184, 405), (184, 281)]
[(185, -79), (185, 159), (185, 36), (185, 407), (185, 281)]
[(186, -80), (186, 159), (186, 36), (186, 408), (186, 282)]
[(187, -81), (187, 159), (187, 35), (187, 409), (187, 283)]
[(188, -81), (188, 159), (188, 35), (188, 410), (188, 283)]
[(189, -82), (189, 159), (189, 34), (189, 411), (189, 284)]
[(190, -83), (190, 159), (190, 34), (190, 413), (190, 285)]
[(191, -84), (191, 159), (191, 33), (191, 414), (191, 285)]
[(192, -85), (192, 159), (192, 33), (192, 415), (192, 286)]
[(193, -86), (193, 160), (193, 32), (193, 416), (193, 287)]
[(194, -87), (194, 160), (194, 32), (194, 418), (194, 287)]
[(195, -88), (195, 160), (195, 32), (195, 419), (195, 288)]
[(196, -89), (196, 160), (196, 31), (196, 420), (196, 289)]
[(197, -90), (197, 160), (197, 31), (197, 421), (197, 289)]
[(198, -91), (198, 160), (198, 30), (198, 423), (198, 290)]
[(199, -92), (199, 160), (199, 30), (199, 424), (199, 291)]
[(200, -93), (200, 160), (200, 29), (200, 425), (200, 291)]
[(201, -94), (201, 160), (201, 29), (201, 426), (201, 292)]
[(202, -95), (202, 161), (202, 28), (202, 427), (202, 293)]
[(203, -96), (203, 161), (203, 28), (203, 429), (203, 293)]
[(204, -97), (204, 161), (204, 28), (204, 430), (204, 294)]
[(205, -98), (205, 161), (205, 27), (205, 431), (205, 295)]
[(206, -99), (206, 161), (206, 27), (206, 432), (206, 295)]
[(207, -100), (207, 161), (207, 26), (207, 434), (207, 296)]
[(208, -101), (208, 161), (208, 26), (208, 435), (208, 297)]
[(209, -102), (209, 161), (209, 25), (209, 436), (209, 297)]
[(210, -103), (210, 161), (210, 25), (210, 437), (210, 298)]
