[(0, 195), (0, 102), (0, 149)]
[(1, 195), (1, 101), (1, 149)]
[(2, 195), (2, 101), (2, 149)]
[(3, 195), (3, 101), (3, 149)]
[(4, 196), (4, 101), (4, 149)]
[(5, 196), (5, 100), (5, 149)]
[(6, 196), (6, 100), (6, 149)]
[(7, 197), (7, 100), (7, 149)]
[(8, 197), (8, 100), (8, 149)]
[(9, 197), (9, 99), (9, 149)]
[(10, 198), (10, 99), (10, 149)]
[(11, 198), (11, 99), (11, 149)]
[(12, 198), (12, 99), (12, 149)]
[(13, 199), (13, 99), (13, 149)]
[(14, 199), (14, 98), (14, 149)]
[(15, 199), (15, 98), (15, 149)]
[(16, 200), (16, 98), (16, 149)]
[(17, 200), (17, 98), (17, 149)]
[(18, 200), (18, 97), (18, 149)]
[(19, 201), (19, 97), (19, 150)]
[(20, 201), (20, 97), (20, 150)]
[(21, 201), (21, 97), (21, 150)]
[(22, 202), (22, 97), (22, 150)]
[(23, 202), (23, 96), (23, 150)]
[(24, 202), (24, 96), (24, 150)]
[(25, 203), (25, 96), (25, 150)]
[(26, 203), (26, 96), (26, 150)]
[(27, 203), (27, 95), (27, 150)]
[(28, 203), (28, 95), (28, 150)]
[(29, 204), (29, 95), (29, 150)]
[(30, 204), (30, 95), (30, 150)]
[(31, 204), (31, 95), (31, 150)]
[(32, 205), (32, 94), (32, 150)]
[(33, 205), (33, 94), (33, 150)]
[(34, 205), (34, 94), (34, 150)]
[(35, 206), (35, 94), (35, 150)]
[(36, 206), (36, 93), (36, 150)]
[(37, 206), (37, 93), (37, 151)]
[(38, 207), (38, 93), (38, 151)]
[(39, 207), (39, 93), (39, 151)]
[(40, 207), (40, 93), (40, 151)]
[(41, 208), (41, 92), (41, 151)]
[(42, 208), (42, 92), (42, 151)]
[(43, 208), (43, 92), (43, 151)]
[(44, 209), (44, 92), (44, 151)]
[(45, 209), (45, 91), (45, 151)]
[(46, 209), (46, 91), (46, 151)]
[(47, 210), (47, 91), (47, 151)]
[(48, 210), (48, 91), (48, 151)]
[(49, 210), (49, 91), (49, 151)]
[(50, 211), (50, 90), (50, 151)]
[(51, 211), (51, 90), (51, 151)]
[(52, 211), (52, 90), (52, 151)]
[(53, 211), (53, 90), (53, 151)]
[(54, 212), (54, 89), (54, 151)]
[(55, 212), (55, 89), (55, 152)]
[(56, 212), (56, 89), (56, 152)]
[(57, 213), (57, 89), (57, 152)]
[(58, 213), (58, 89), (58, 152)]
[(59, 213), (59, 88), (59, 152)]
[(60, 214), (60, 88), (60, 152)]
[(61, 214), (61, 88), (61, 152)]
[(62, 214), (62, 88), (62, 152)]
[(63, 215), (63, 87), (63, 152)]
[(64, 215), (64, 87), (64, 152)]
[(65, 215), (65, 87), (65, 152)]
[(66, 216), (66, 87), (66, 152)]
[(67, 216), (67, 87), (67, 152)]
[(68, 216), (68, 86), (68, 152)]
[(69, 217), (69, 86), (69, 152)]
[(70, 217), (70, 86), (70, 152)]
[(71, 217), (71, 86), (71, 152)]
[(72, 218), (72, 85), (72, 152)]
[(73, 218), (73, 85), (73, 153)]
[(74, 218), (74, 85), (74, 153)]
[(75, 219), (75, 85), (75, 153)]
[(76, 219), (76, 85), (76, 153)]
[(77, 219), (77, 84), (77, 153)]
[(78, 220), (78, 84), (78, 153)]
[(79, 220), (79, 84), (79, 153)]
[(80, 220), (80, 84), (80, 153)]
[(81, 220), (81, 83), (81, 153)]
[(82, 221), (82, 83), (82, 153)]
[(83, 221), (83, 83), (83, 153)]
[(84, 221), (84, 83), (84, 153)]
[(85, 222), (85, 82), (85, 153)]
[(86, 222), (86, 82), (86, 153)]
[(87, 222), (87, 82), (87, 153)]
[(88, 223), (88, 82), (88, 153)]
[(89, 223), (89, 82), (89, 153)]
[(90, 223), (90, 81), (90, 153)]
[(91, 224), (91, 81), (91, 153)]
[(92, 224), (92, 81), (92, 154)]
[(93, 224), (93, 81), (93, 154)]
[(94, 225), (94, 80), (94, 154)]
[(95, 225), (95, 80), (95, 154)]
[(96, 225), (96, 80), (96, 154)]
[(97, 226), (97, 80), (97, 154)]
[(98, 226), (98, 80), (98, 154)]
[(99, 226), (99, 79), (99, 154)]
[(100, 227), (100, 79), (100, 154)]
[(101, 227), (101, 79), (101, 154)]
[(102, 227), (102, 79), (102, 154)]
[(103, 228), (103, 78), (103, 154)]
[(104, 228), (104, 78), (104, 154)]
[(105, 228), (105, 78), (105, 154)]
[(106, 228), (106, 78), (106, 154)]
[(107, 229), (107, 78), (107, 154)]
[(108, 229), (108, 77), (108, 154)]
[(109, 229), (109, 77), (109, 154)]
[(110, 230), (110, 77), (110, 155)]
[(111, 230), (111, 77), (111, 155)]
[(112, 230), (112, 76), (112, 155)]
[(113, 231), (113, 76), (113, 155)]
[(114, 231), (114, 76), (114, 155)]
[(115, 231), (115, 76), (115, 155)]
[(116, 232), (116, 76), (116, 155)]
[(117, 232), (117, 75), (117, 155)]
[(118, 232), (118, 75), (118, 155)]
[(119, 233), (119, 75), (119, 155)]
[(120, 233), (120, 75), (120, 155)]
[(121, 233), (121, 74), (121, 155)]
[(122, 234), (122, 74), (122, 155)]
[(123, 234), (123, 74), (123, 155)]
[(124, 234), (124, 74), (124, 155)]
[(125, 235), (125, 74), (125, 155)]
[(126, 235), (126, 73), (126, 155)]
[(127, 235), (127, 73), (127, 155)]
[(128, 236), (128, 73), (128, 156)]
[(129, 236), (129, 73), (129, 156)]
[(130, 236), (130, 72), (130, 156)]
[(131, 237), (131, 72), (131, 156)]
[(132, 237), (132, 72), (132, 156)]
[(133, 237), (133, 72), (133, 156)]
[(134, 237), (134, 72), (134, 156)]
[(135, 238), (135, 71), (135, 156)]
[(136, 238), (136, 71), (136, 156)]
[(137, 238), (137, 71), (137, 156)]
[(138, 239), (138, 71), (138, 156)]
[(139, 239), (139, 70), (139, 156)]
[(140, 239), (140, 70), (140, 156)]
[(141, 240), (141, 70), (141, 156)]
[(142, 240), (142, 70), (142, 156)]
[(143, 240), (143, 70), (143, 156)]
[(144, 241), (144, 69), (144, 156)]
[(145, 241), (145, 69), (145, 156)]
[(146, 241), (146, 69), (146, 157)]
[(147, 242), (147, 69), (147, 157)]
[(148, 242), (148, 68), (148, 157)]
[(149, 242), (149, 68), (149, 157)]
[(150, 243), (150, 68), (150, 157)]
[(151, 243), (151, 68), (151, 157)]
[(152, 243), (152, 68), (152, 157)]
[(153, 244), (153, 67), (153, 157)]
[(154, 244), (154, 67), (154, 157)]
[(155, 244), (155, 67), (155, 157)]
[(156, 245), (156, 67), (156, 157)]
[(157, 245), (157, 66), (157, 157)]
[(158, 245), (158, 66), (158, 157)]
[(159, 245), (159, 66), (159, 157)]
[(160, 246), (160, 66), (160, 157)]
[(161, 246), (161, 65), (161, 157)]
[(162, 246), (162, 65), (162, 157)]
[(163, 247), (163, 65), (163, 157)]
[(164, 247), (164, 65), (164, 157)]
[(165, 247), (165, 65), (165, 158)]
[(166, 248), (166, 64), (166, 158)]
[(167, 248), (167, 64), (167, 158)]
[(168, 248), (168, 64), (168, 158)]
[(169, 249), (169, 64), (169, 158)]
[(170, 249), (170, 63), (170, 158)]
[(171, 249), (171, 63), (171, 158)]
[(172, 250), (172, 63), (172, 158)]
[(173, 250), (173, 63), (173, 158)]
[(174, 250), (174, 63), (174, 158)]
[(175, 251), (175, 62), (175, 158)]
[(176, 251), (176, 62), (176, 158)]
[(177, 251), (177, 62), (177, 158)]
[(178, 252), (178, 62), (178, 158)]
[(179, 252), (179, 61), (179, 158)]
[(180, 252), (180, 61), (180, 158)]
[(181, 253), (181, 61), (181, 158)]
[(182, 253), (182, 61), (182, 158)]
[(183, 253), (183, 61), (183, 159)]
[(184, 254), (184, 60), (184, 159)]
[(185, 254), (185, 60), (185, 159)]
[(186, 254), (186, 60), (186, 159)]
[(187, 254), (187, 60), (187, 159)]
[(188, 255), (188, 59), (188, 159)]
[(189, 255), (189, 59), (189, 159)]
[(190, 255), (190, 59), (190, 159)]
[(191, 256), (191, 59), (191, 159)]
[(192, 256), (192, 59), (192, 159)]
[(193, 256), (193, 58), (193, 159)]
